timestamp,value
19/02/2020 11:30:30,u44
19/02/2020 11:30:35,u44
19/02/2020 11:30:40,u44
19/02/2020 11:30:45,u43
19/02/2020 11:30:50,u43
19/02/2020 11:30:55,u43
19/02/2020 11:31:00,u43
19/02/2020 11:31:05,u43
19/02/2020 11:31:10,u43
19/02/2020 11:31:15,u43
19/02/2020 11:31:20,u43
19/02/2020 11:31:25,u43
19/02/2020 11:31:30,u43
19/02/2020 11:31:35,u43
19/02/2020 11:31:40,u43
19/02/2020 11:31:45,u44
19/02/2020 11:31:50,u44
19/02/2020 11:31:55,u44
19/02/2020 11:32:00,u44
19/02/2020 11:32:05,u44
19/02/2020 11:32:10,u44
19/02/2020 11:32:15,u43
19/02/2020 11:32:20,u43
19/02/2020 11:32:25,u43
19/02/2020 11:32:30,u43
19/02/2020 11:32:35,u43
19/02/2020 11:32:40,u43
19/02/2020 11:32:45,u43
19/02/2020 11:32:50,u43
19/02/2020 11:32:55,u43
19/02/2020 11:33:00,u43
19/02/2020 11:33:05,u43
19/02/2020 11:33:10,u43
19/02/2020 11:33:15,u43
19/02/2020 11:33:20,u43
19/02/2020 11:33:25,u43
19/02/2020 11:33:30,u43
19/02/2020 11:33:35,u43
19/02/2020 11:33:40,u43
19/02/2020 11:33:45,u44
19/02/2020 11:33:50,u44
19/02/2020 11:33:55,u44
19/02/2020 11:34:00,u44
19/02/2020 11:34:05,u44
19/02/2020 11:34:10,u44
19/02/2020 11:34:15,u43
19/02/2020 11:34:20,u43
19/02/2020 11:34:25,u43
19/02/2020 11:34:30,u43
19/02/2020 11:34:35,u43
19/02/2020 11:34:40,u43
19/02/2020 11:34:45,u44
19/02/2020 11:34:50,u44
19/02/2020 11:34:55,u44
19/02/2020 11:35:00,u44
19/02/2020 11:35:05,u44
19/02/2020 11:35:10,u44
19/02/2020 11:35:15,u43
19/02/2020 11:35:20,u43
19/02/2020 11:35:25,u43
19/02/2020 11:35:30,u43
19/02/2020 11:35:35,u43
19/02/2020 11:35:40,u43
19/02/2020 11:35:45,u43
19/02/2020 11:35:50,u43
19/02/2020 11:35:55,u43
19/02/2020 11:36:00,u43
19/02/2020 11:36:05,u43
19/02/2020 11:36:10,u43
19/02/2020 11:36:15,u44
19/02/2020 11:36:20,u44
19/02/2020 11:36:25,u44
19/02/2020 11:36:30,u44
19/02/2020 11:36:35,u44
19/02/2020 11:36:40,u44
19/02/2020 11:36:45,u43
19/02/2020 11:36:50,u43
19/02/2020 11:36:55,u43
19/02/2020 11:37:00,u43
19/02/2020 11:37:05,u43
19/02/2020 11:37:10,u43
19/02/2020 11:37:15,u44
19/02/2020 11:37:20,u44
19/02/2020 11:37:25,u44
19/02/2020 11:37:30,u44
19/02/2020 11:37:35,u44
19/02/2020 11:37:40,u44
19/02/2020 11:37:45,u43
19/02/2020 11:37:50,u43
19/02/2020 11:37:55,u43
19/02/2020 11:38:00,u43
19/02/2020 11:38:05,u43
19/02/2020 11:38:10,u43
19/02/2020 11:38:15,u44
19/02/2020 11:38:20,u44
19/02/2020 11:38:25,u44
19/02/2020 11:38:30,u44
19/02/2020 11:38:35,u44
19/02/2020 11:38:40,u44
19/02/2020 11:38:45,u43
19/02/2020 11:38:50,u43
19/02/2020 11:38:55,u43
19/02/2020 11:39:00,u43
19/02/2020 11:39:05,u43
19/02/2020 11:39:10,u43
19/02/2020 11:39:15,u44
19/02/2020 11:39:20,u44
19/02/2020 11:39:25,u44
19/02/2020 11:39:30,u44
19/02/2020 11:39:35,u44
19/02/2020 11:39:40,u44
19/02/2020 11:39:45,u43
19/02/2020 11:39:50,u43
19/02/2020 11:39:55,u43
19/02/2020 11:40:00,u43
19/02/2020 11:40:05,u43
19/02/2020 11:40:10,u43
19/02/2020 11:40:15,u44
19/02/2020 11:40:20,u44
19/02/2020 11:40:25,u44
19/02/2020 11:40:30,u44
19/02/2020 11:40:35,u44
19/02/2020 11:40:40,u44
19/02/2020 11:40:45,u43
19/02/2020 11:40:50,u43
19/02/2020 11:40:55,u43
19/02/2020 11:41:00,u43
19/02/2020 11:41:05,u43
19/02/2020 11:41:10,u43
19/02/2020 11:41:15,u44
19/02/2020 11:41:20,u44
19/02/2020 11:41:25,u44
19/02/2020 11:41:30,u44
19/02/2020 11:41:35,u44
19/02/2020 11:41:40,u44
19/02/2020 11:41:45,u43
19/02/2020 11:41:50,u43
19/02/2020 11:41:55,u43
19/02/2020 11:42:00,u43
19/02/2020 11:42:05,u43
19/02/2020 11:42:10,u43
19/02/2020 11:42:15,u43
19/02/2020 11:42:20,u43
19/02/2020 11:42:25,u43
19/02/2020 11:42:30,u43
19/02/2020 11:42:35,u43
19/02/2020 11:42:40,u43
19/02/2020 11:42:45,u44
19/02/2020 11:42:50,u44
19/02/2020 11:42:55,u44
19/02/2020 11:43:00,u44
19/02/2020 11:43:05,u44
19/02/2020 11:43:10,u44
19/02/2020 11:43:15,u44
19/02/2020 11:43:20,u44
19/02/2020 11:43:25,u44
19/02/2020 11:43:30,u44
19/02/2020 11:43:35,u44
19/02/2020 11:43:40,u44
19/02/2020 11:43:45,u44
19/02/2020 11:43:50,u44
19/02/2020 11:43:55,u44
19/02/2020 11:44:00,u44
19/02/2020 11:44:05,u44
19/02/2020 11:44:10,u44
19/02/2020 11:44:15,u44
19/02/2020 11:44:20,u44
19/02/2020 11:44:25,u44
19/02/2020 11:44:30,u44
19/02/2020 11:44:35,u44
19/02/2020 11:44:40,u44
19/02/2020 11:44:45,u43
19/02/2020 11:44:50,u43
19/02/2020 11:44:55,u43
19/02/2020 11:45:00,u43
19/02/2020 11:45:05,u43
19/02/2020 11:45:10,u43
19/02/2020 11:45:15,u44
19/02/2020 11:45:20,u44
19/02/2020 11:45:25,u44
19/02/2020 11:45:30,u44
19/02/2020 11:45:35,u44
19/02/2020 11:45:40,u44
19/02/2020 11:45:45,u44
19/02/2020 11:45:50,u44
19/02/2020 11:45:55,u44
19/02/2020 11:46:00,u44
19/02/2020 11:46:05,u44
19/02/2020 11:46:10,u44
19/02/2020 11:46:15,u44
19/02/2020 11:46:20,u44
19/02/2020 11:46:25,u44
19/02/2020 11:46:30,u44
19/02/2020 11:46:35,u44
19/02/2020 11:46:40,u44
19/02/2020 11:46:45,u43
19/02/2020 11:46:50,u43
19/02/2020 11:46:55,u43
19/02/2020 11:47:00,u43
19/02/2020 11:47:05,u43
19/02/2020 11:47:10,u43
19/02/2020 11:47:15,u43
19/02/2020 11:47:20,u43
19/02/2020 11:47:25,u43
19/02/2020 11:47:30,u43
19/02/2020 11:47:35,u43
19/02/2020 11:47:40,u43
19/02/2020 11:47:45,u44
19/02/2020 11:47:50,u44
19/02/2020 11:47:55,u44
19/02/2020 11:48:00,u44
19/02/2020 11:48:05,u44
19/02/2020 11:48:10,u44
19/02/2020 11:48:15,u44
19/02/2020 11:48:20,u44
19/02/2020 11:48:25,u44
19/02/2020 11:48:30,u44
19/02/2020 11:48:35,u44
19/02/2020 11:48:40,u44
19/02/2020 11:48:45,u43
19/02/2020 11:48:50,u43
19/02/2020 11:48:55,u43
19/02/2020 11:49:00,u43
19/02/2020 11:49:05,u43
19/02/2020 11:49:10,u43
19/02/2020 11:49:15,u43
19/02/2020 11:49:20,u43
19/02/2020 11:49:25,u43
19/02/2020 11:49:30,u43
19/02/2020 11:49:35,u43
19/02/2020 11:49:40,u43
19/02/2020 11:49:45,u43
19/02/2020 11:49:50,u43
19/02/2020 11:49:55,u43
19/02/2020 11:50:00,u43
19/02/2020 11:50:05,u43
19/02/2020 11:50:10,u43
19/02/2020 11:50:15,u44
19/02/2020 11:50:20,u44
19/02/2020 11:50:25,u44
19/02/2020 11:50:30,u44
19/02/2020 11:50:35,u44
19/02/2020 11:50:40,u44
19/02/2020 11:50:45,u43
19/02/2020 11:50:50,u43
